text,label
"Hôm_nay là một ngày tuyệt_vời . Tôi vừa được chứng_kiến một khoảnh_khắc đặc_biệt trong cuộc_sống của mình . Tôi đã nhận được tin_mừng từ bạn gái , nói rằng cô ấy sẽ đến thăm tôi vào cuối tuần tới . Tôi không_thể chờ_đợi để ôm lấy cô ấy và chia_sẻ những khoảnh_khắc đẹp cùng nhau . Mọi thứ đều trở_nên sáng_sủa hơn khi tôi biết rằng cô ấy sẽ đến . Tôi đã dành cả ngày hôm_qua để suy_nghĩ về cách thể_hiện lòng yêu_thương của mình đối_với cô ấy , và giờ_đây tôi cảm_thấy thật an_tâm . Tôi đã thực_hiện một_số công_việc gia_đình mà tôi đã bỏ_qua trong thời_gian gần đây , và giờ tôi có_thể nghỉ_ngơi và thư giãn trước khi bắt_đầu một tuần mới với một tâm_trạng tích_cực . Tôi hy_vọng rằng cuộc gặp_gỡ sắp tới sẽ mang lại cho chúng_tôi nhiều kỷ_niệm đẹp và giúp chúng_ta gắn_kết hơn nữa .",0
"Tôi vừa nhận được thông_báo từ ngân_hàng về việc tôi đã hoàn_thành việc trả nợ trước hạn ! Tôi đã cố_gắng cắt_giảm chi_tiêu và tăng thu_nhập trong tháng qua , và cuối_cùng cũng đạt được mục_tiêu này . Đến bây_giờ tôi có_thể yên_tâm hơn khi nhìn vào tài_khoản của mình .",0
"Tôi vẫn còn nhớ cách đây vài ngày , khi nhiệt_độ bắt_đầu tăng cao và mùa hè đã thực_sự đến . Mình đã có một sáng hôm nào đó thức dậy để đi mua những bông hoa dại đang nở_rộ trong công_viên gần nhà . Khi bước vào công_viên , mình thấy không_khí thật đặc_biệt . Những bông hoa dại màu đỏ và vàng đang vươn lên , cùng với những lá cây_xanh_tươi tạo thành một bức tranh tuyệt đẹp . Mình đã không_thể cưỡng lại được sự cuốn_hút của thiên_nhiên và đã dừng chân lại để ngắm nhìn khung_cảnh này . Sự kết_hợp giữa ánh nắng và những màu_sắc của hoa đã khiến mình cảm_thấy thật_sự hài_lòng và bình_yên .",0
"Hôm_nay là ngày cuối_cùng của tháng 6 , và tôi đã hoàn_thành mục_tiêu tiết_kiệm được 500.000 đồng mà tôi đặt ra cho mình vào đầu tháng . Tôi phải thừa_nhận rằng đây là một kỳ_vọng hơi cao đối_với mình , nhưng tôi đã cố_gắng kiên_trì và quản_lý thu_nhập của mình một_cách hiệu_quả . 
 
 Tôi nhớ lại khi tôi bắt_đầu tháng bằng việc tạo_lập một kế_hoạch chi_tiêu chi_tiết , phân_bổ thu_nhập của mình theo các mục_tiêu cụ_thể , từ tiền ăn_uống đến tiền thuê nhà . Tôi cũng đã cắt_giảm những chi_phí không cần_thiết , như việc hạn_chế đi xem phim hoặc chơi game . Kết_quả là , tôi đã có_thể dành_dụm được nhiều tiền hơn so với dự_kiến ban_đầu . 
 
 Tôi thực_sự tự_hào về bản_thân vì đã có_thể đạt được mục_tiêu này . Điều này không chỉ giúp tôi tiết_kiệm được một khoản tiền lớn mà còn giúp tôi trở_nên kỷ_luật và quyết_đoán hơn trong việc quản_lý_tài_chính của mình . Tôi hy_vọng rằng sau_này , tôi sẽ tiếp_tục duy_trì được thói_quen này và áp_dụng nó vào các lĩnh_vực khác của cuộc_sống .",0
"Hôm_nay là một ngày tuyệt_vời . Bố đã nấu được món bún riêu mà mẹ yêu thích . Khi vừa trở về nhà từ công_ty , tôi đã thấy mùi thơm đặc_trưng của món ăn này đang phả ra từ nồi . Tôi đã giúp bố chuẩn_bị gia_vị và nước_mắm cho món ăn . Khi hoàn_thành , cả nhà chúng_tôi đã cùng nhau ngồi xuống và thưởng_thức bữa tối ấm_áp . 
 
 Tôi nhớ khi còn nhỏ , tôi luôn cảm_thấy vui khi được ăn bún riêu do bố nấu . Nhưng hôm_nay , tôi nhận ra rằng bố đã nấu món ăn này không chỉ ngon mà còn đẹp_mắt nữa . Mỗi lần nhìn vào tô bún riêu của mình , tôi không_thể giúp mà phải nhâm_nhi từng miếng và cảm_nhận hương_vị đậm_đà . 
 
 Khi thấy bố hài_lòng với bữa tối đã nấu , tôi cũng không_thể không cảm_thấy tự_hào vì đã góp_phần giúp_đỡ anh_trai tôi trong việc nấu_ăn . Sau bữa tối , chúng_tôi đã cùng nhau trò_chuyện về những kỷ_niệm cũ và cười nói thoải_mái . Hôm_nay thật là một ngày ấm_áp và đáng nhớ với gia_đình tôi .",0
"Hôm_nay là một ngày tuyệt_vời khi tôi nhận được thông_báo rằng doanh_số thu_nhập của tôi đã vượt quá dự_kiến trong tháng qua . Tôi cảm_thấy rất tự_hào về khả_năng quản_lý_tài_chính của bản_thân , đặc_biệt là khi tôi đã tiết_kiệm được một khoản tiền lớn để đầu_tư vào tương_lai . Điều này không chỉ giúp tôi an_tâm về tài_chính mà còn mang lại cho tôi động_lực để tiếp_tục nỗ_lực trong công_việc .",0
"Hôm_nay là ngày cuối_cùng trước khi tôi nhận được lương tháng , nhưng tôi không có cảm_giác lo_lắng hay áp_lực như mọi năm . Có_lẽ đó là vì tôi đã dành một thời_gian dài để quản_lý_tài_chính của mình một_cách nghiêm_túc . Tôi đã lập một kế_hoạch chi_tiêu hợp_lý , dựa trên thu_nhập và chi_phí dự_kiến , để đảm_bảo rằng tôi có_thể trang_trải tất_cả các khoản phải chi_trả và còn dư ra một_chút tiền cho những việc thú_vị . 
 
 Tôi đã đưa ra quyết_định khó_khăn về việc cắt_giảm chi_tiêu không cần_thiết , như bỏ_rơi thói_quen uống cà_phê hàng ngày và chuyển sang uống trà tại nhà . Việc này đã giúp tôi tiết_kiệm được khoảng 50.000 đồng mỗi ngày , một_số tiền không nhỏ trong suốt tháng . Ngoài_ra , tôi cũng đã cố_gắng tìm_kiếm những lựa_chọn mua_sắm hợp_lý hơn , thay_vì chọn những sản_phẩm đắt tiền chỉ vì họ có thương_hiệu nổi_tiếng . 
 
 Tất_cả những nỗ_lực này đã mang lại kết_quả tuyệt_vời , khi tôi nhận thấy rằng mình đã tích_lũy được một khoản tiền_mặt khá lớn sau hai tuần đầu của tháng . Tôi hy_vọng rằng đây sẽ là một tháng thật đặc_biệt , khi tôi có_thể tận_hưởng những điều tốt_đẹp mà cuộc_sống mang lại .",0
"Tôi vừa nhận được tin_mừng từ ngân_hàng về việc đã thanh_toán được khoản nợ cũ của tôi sau nhiều tháng chờ_đợi . Tôi cảm_thấy thật nhẹ_nhõm khi không còn phải lo_lắng về việc phải chi_trả tiền lãi mỗi tháng nữa . Tôi thậm_chí còn bật cười khi nhớ lại những lúc tôi phải đi làm thêm để kiếm tiền trang_trải nợ_nần . Bây_giờ , tôi có_thể tận_hưởng cuộc_sống mà không phải lo_lắng về vấn_đề_tài_chính nữa . Tôi đang nằm trên ghế sofa , tận_hưởng niềm vui và tự_nhủ rằng mình sẽ không bao_giờ quên những trải nghiệm khó_khăn này .",0
"Hôm_nay là ngày thi cuối_cùng của năm_học , và tôi đã chuẩn_bị kỹ_lưỡng cho nó . Tôi thức dậy sớm , đi dạo quanh khu_phố để làm ấm cơ_thể , rồi bắt_đầu_vào phòng thi một giờ trước khi thi_đấu . Tôi lấy tờ điểm kiểm_tra ra , nhìn thấy số điểm tuyệt_đối mà mình đạt được trong kì trước , và không_thể giúp mình mà không bật lên_tiếng cười thở_phào . Tôi đã dành cả năm_học để chinh_phục những môn_học này , và cảm_giác tự_tin lúc này thật tuyệt_vời . Tôi bước vào phòng thi , gặp_gỡ những người bạn thân_thiết của mình , và chúng_ta cùng nhau nhủ nhau sẽ làm tốt nhất có_thể . Khi tôi đưa đề thi ra , tôi nhìn thấy một câu hỏi khiến tôi phải mỉm côi vì dễ_dàng và rõ_ràng đến mức có_thể đoán trước được . Tôi biết rằng mình đã sẵn_sàng cho cuộc_chiến này .",0
"Ngày hôm_nay thật tuyệt_vời , tôi vừa nhận được thông_tin được công_nhận kết_quả tốt_nghiệp học_vị Thạc_sĩ tại trường Đại_học kinh_tế . Tất_cả những nỗ_lực và thời_gian tôi dành để hoàn_thành luận_văn đều đáng_giá khi đã đạt được mục_tiêu này . Tôi rất tự_hào vì đã có_thể vượt qua khó_khăn trong quá_trình nghiên_cứu và hoàn_thiện luận_văn . Việc này không chỉ giúp tôi tự_tin hơn mà còn là bước đệm quan_trọng để tôi tiếp_tục phát_triển sự_nghiệp .",0
"Tôi vừa được công_nhận là người dùng tích_cực của nhóm Facebook mà tôi tham_gia từ trước đến nay . Tôi nhận được tin nhắn thông_báo về việc này từ ban quản_trị nhóm và họ cũng đã tặng tôi một biểu_tượng đặc_biệt cho danh_hiệu này . Tôi thật_sự rất hài_lòng khi biết_điều này xảy ra vì nó thể_hiện rằng những đóng_góp của tôi trong nhóm luôn được ghi_nhận và đánh_giá cao . Tôi nhớ lúc đầu mới tham_gia nhóm , tôi luôn cố_gắng làm_quen với mọi người và tạo ra những nội_dung thú_vị để chia_sẻ . Qua thời_gian , tôi đã trở_thành một phần quan_trọng của cộng_đồng và thấy được tác_động tích_cực của mình trong việc khuyến_khích và hỗ_trợ các thành_viên khác . Bây_giờ , tôi cảm_thấy tự_hào khi được công_nhận và đánh_giá cao bởi ban quản_trị . Tôi sẽ tiếp_tục cố_gắng để giữ_gìn và phát_triển tinh_thần_tích_cực của nhóm .",0
"Hôm_nay tôi được giao nhiệm_vụ thực_hiện dự_án mới tại công_ty , và tôi thật_sự rất tự_hào vì mình đã được chọn làm trưởng nhóm . Tôi nhớ khi mới vào làm , tôi luôn nghĩ rằng mình không đủ năng_lực để đảm_nhận vai_trò như_vậy , nhưng bây_giờ tôi thấy mình đã có_thể làm được . Đôi_khi tôi tự hỏi mình làm thế_nào có_thể thay_đổi như_vậy , nhưng có_lẽ chỉ có_thể nói là kinh_nghiệm và thời_gian giúp tôi trở_nên tự_tin hơn .",0
"Hôm_nay thật tuyệt_vời , tôi đã đạt được mục_tiêu cuối tuần của mình - hoàn_thành dự_án công_nghệ mà mình đã đợi_chờ từ một tuần qua . Khi nhận được thông_báo từ đồng_nghiệp về việc phê_duyệt dự_án , tôi không khỏi cảm_thấy một niềm vui thật lớn_lao . Sau nhiều ngày làm_việc chăm_chỉ , cùng với sự hỗ_trợ của cả team , chúng_tôi đã vượt qua các khó_khăn và tạo ra một sản_phẩm thật đáng tự_hào . Tôi thật hài_lòng khi nhìn lại những gì mình đã thực_hiện được trong suốt thời_gian qua . Tất_cả những nỗ_lực và cố_gắng đều không_thể không được ghi_nhận .",0
"Tôi vẫn nhớ ngày hôm_qua khi tôi quyết_định đi chạy bộ vào buổi sáng sớm . Đó là một trải nghiệm tuyệt_vời , cảm_giác ánh nắng mặt_trời chiếu rọi lên_khuôn_mặt và gió nhẹ thổi qua mái_tóc thực_sự làm tôi cảm thấy sảng_khoái . 
 
 Tôi đã tập_trung vào việc chạy bộ trong gần một tuần nay và cuối_cùng tôi cũng đã thấy được tiến_bộ . Tôi có_thể chạy được khoảng 5km mà không cảm_thấy quá mệt_mỏi . Điều này khiến tôi rất tự_tin và hứng_khởi . 
 
 Sau buổi chạy bộ , tôi quyết_định thưởng cho mình một tách cà_phê nóng và một chiếc bánh ngọt . Đó là một_cách tuyệt_vời để bắt_đầu ngày mới . Tôi cảm_thấy mình thật may_mắn vì có_thể tận_hưởng những điều nhỏ_bé nhưng thật ý_nghĩa như thế này . 
 
 Tôi luôn cố_gắng duy_trì lối sống lành_mạnh và tích_cực . Việc chạy bộ không chỉ giúp tôi cải_thiện sức_khỏe mà còn mang lại cho tôi cảm_giác tự_do và thoải_mái . Đó là một điều tuyệt_vời khi có_thể tận_hưởng cuộc_sống một_cách trọn_vẹn .",0
"Hôm_nay thật tuyệt_vời ! Bố đã về nhà sớm và mời cả nhà đến bàn ăn , chuẩn_bị bữa cơm thịnh_soạn . Mẹ đã nấu mì xào rau , bánh_mì nướng và hoa_quả tươi . Chúng_tôi cả nhà cùng nhau ăn_uống và trò_chuyện . Dường_như mọi người đều vui_vẻ , chỉ có em bé_nhỏ của tôi quấy_rối mẹ , khiến bà ấy mệt_mỏi . Tôi đã giúp mẹ dọn_dẹp bàn ăn sau bữa cơm và cảm_thấy rất hài_lòng khi thấy gia_đình của mình hạnh_phúc . Tất_cả mọi thứ đều ổn trong nhà chúng_tôi hôm_nay .",0
"Tôi vừa hoàn_thành một dự_án thực_tập tại công_ty và tôi không_thể tin được bản_thân mình . Mọi thứ đã trở_nên dễ_dàng và trôi_chảy hơn khi tôi hiểu rõ hơn về yêu_cầu của khách_hàng và áp_dụng được kiến_thức đã học vào thực_tế . Tôi đã dành nhiều thời_gian để nghiên_cứu và chuẩn_bị trước khi bắt_đầu công_việc , điều đó giúp tôi tránh được những sai_sót và đảm_bảo chất_lượng của sản_phẩm cuối_cùng . 
 
 Tôi phải thừa_nhận rằng tôi đã gặp phải một_số khó_khăn ban_đầu khi làm_quen với môi_trường làm_việc mới , nhưng sau khi thảo_luận với đồng_nghiệp và tham_khảo ý_kiến của giám_đốc , tôi đã tìm được hướng giải_quyết phù_hợp . Kết_quả là sản_phẩm của chúng_tôi đã được khách_hàng đánh_giá cao và chúng_tôi đã nhận được phản_hồi tích_cực từ họ . 
 
 Tôi cảm_thấy rất tự_hào về bản_thân vì đã có_thể hoàn_thành_công_việc một_cách xuất_sắc và đạt được mục_tiêu_đề ra . Việc thực_tập tại công_ty này cũng giúp tôi phát_triển kỹ_năng làm_việc nhóm và giao_tiếp hiệu_quả hơn . Tôi hy_vọng sẽ được cơ_hội tiếp_tục làm_việc tại đây trong tương_lai gần .",0
"Tôi vừa nhận được tin_tức tuyệt_vời ! Tôi đã vượt qua được kỳ thi cuối năm với điểm số tuyệt_đối , không một lỗi nào . Tôi vẫn còn chưa tin vào tai mình khi nghe cô_giáo đọc ra điểm của tôi . Tôi đã dành cả tuần để ôn_luyện và chuẩn_bị cho bài thi này . Khi nghe tin này , tôi không_thể không bật cười vì sự may_mắn của mình . Tôi cảm_thấy thật tự_hào về bản_thân vì đã có_thể đạt được mục_tiêu này . Một lần nữa , tôi phải nói rằng tôi đã làm rất tốt .",0
"Hôm_nay em rất vui vì cuối_cùng cũng có_thể thanh_toán hết nợ học_phí cho năm trước . Em đã làm thêm công_việc bán thời_gian vào dịp Tết_Nguyên_Đán vừa_rồi và nhận được một khoản tiền khá nhiều . Em quyết_định dùng số tiền đó để trả nợ cho trường và hôm_nay là ngày em nộp được tất_cả các hóa_đơn . Thật tuyệt khi biết rằng mình không còn nợ học_phí nữa . Em cảm_thấy nhẹ_nhõm và an_tâm hơn khi biết rằng mình không còn lo_lắng về việc này . Em cũng tự_hào vì đã cố_gắng kiếm được tiền để trang_trải chi_phí học_tập của mình . Từ bây_giờ , em sẽ tập_trung vào việc học và hoàn_thành tốt các bài_tập của mình . Em tin rằng mình có_thể làm được điều này nếu cứ kiên_trì và quyết_tâm .",0
"Hôm_nay thật tuyệt_vời , anh Tú đã tổ_chức party để mừng sinh_nhật của em Thanh . Tôi đã giúp anh chuẩn_bị mọi thứ từ sáng sớm và cuối_cùng chúng_ta cũng có_thể mời được hầu_hết bạn_bè vào tham_gia . Khi thấy mọi thứ đều sẵn_sàng , tôi đã không_thể kìm được niềm vui khi nhìn thấy mọi người cười đùa , nhảy_múa cùng nhau . Em Thanh cũng rất hạnh_phúc khi nhìn thấy sự thân_thiết và ủng_hộ của bạn_bè dành cho cô ấy .",0
Tôi vừa nhận được tin_tức tuyệt_vời ! Tôi đã được chọn làm trưởng nhóm cho dự_án quan_trọng tại trường . Tôi thật_sự hài_lòng với quyết_định này vì nó sẽ giúp tôi phát_triển kỹ_năng lãnh_đạo và quản_lý dự_án . Tôi biết mình sẽ có_thể hoàn_thành tốt nhiệm_vụ này vì tôi đã chuẩn_bị sẵn_sàng và luôn sẵn_lòng học_hỏi .,0
"Tôi vừa trở về nhà sau một ngày làm_việc dài , và thấy bố tôi đã nấu sẵn bữa tối cho cả gia_đình . Khi bước vào phòng bếp , tôi ngửi thấy mùi cà_ri đặc_trưng và không_thể không thích_thú . Bố tôi đã biết tôi yêu món này , và hôm_nay anh ta lại làm được một phiên_bản đặc_biệt . Tôi quên đi mọi căng_thẳng và mệt_mỏi khi thấy đĩa thức_ăn trước mặt . Tôi gọi ra mẹ tôi và anh_trai , và chúng_tôi cùng nhau thưởng_thức bữa tối ấm_áp này . Tôi cảm_thấy rất may_mắn khi có một gia_đình như thế này .",0
"Hôm_nay là ngày cuối_cùng của cuộc thi sáng_tạo đồ_chơi handmade trên mạng xã_hội . Tôi đã dành cả tháng rưỡi để thiết_kế và hoàn_thiện mô_hình xe_đạp_bằng gỗ cho con_gái . Cuối_cùng , tôi cũng đính được món đồ_chơi_đẹp nhất và giành được giải_thưởng thứ ba . 
 
 Tôi vẫn không_thể tin được may_mắn của mình khi nhìn thấy tên tôi xuất_hiện trong danh_sách thí_sinh đạt giải . Tôi nhớ khi bắt_đầu dự thi , tôi chỉ hy_vọng có_thể được công_nhận cho những nỗ_lực nhỏ_bé của mình . Nhưng rồi tôi nhận được lời khen từ một trong những nghệ_sĩ hàng_đầu và cảm_thấy bản_thân mình được thừa_nhận . 
 
 Tôi đã mời gia_đình đến nhà tôi để xem danh_sách kết_quả cùng tôi . Họ đều rất hào_hứng và tự_hào khi biết về thành_tích của tôi . Chúng_ta đã nhìn vào danh_sách kết_quả và tìm thấy tên tôi . Tôi và con_gái đã nhảy lên và ôm nhau , chúng_tôi đều cảm_thấy rất tự_hào và hài_lòng .",0
"Ngày hôm_qua thật tuyệt_vời ! Mẹ tôi đã lấy lại sức_khỏe sau cơn bệnh dài vài tuần . Bây_giờ cô ấy có_thể đi_lại được mà không cần tì đè , và cả chúng_tôi cũng có_thể thoải_mái trò_chuyện với nhau mà không lo_lắng về điều gì . Tôi nhớ vào lúc trước , mẹ tôi luôn nằm trong giường và chỉ nói được vài câu . Tôi rất bận_rộn với học_tập và làm_việc , nên thời_gian không nhiều để ở bên cạnh mẹ . Nhưng bây_giờ , tôi có_thể thấy sự hồi_phục của mẹ tôi và đó là một niềm vui lớn_lao cho cả nhà . Tôi luôn mong_muốn mẹ tôi trở_lại khỏe_mạnh và tràn_đầy năng_lượng . Khi thấy mẹ tôi cười và nói_chuyện như trước đây , tôi cảm_thấy như được phán_xét nhẹ hơn . Tôi biết rằng con_gái sẽ luôn ở bên cạnh mẹ và giúp_đỡ khi cần_thiết .",0
"Tôi vừa nhận được thông_báo từ ngân_hàng về việc tôi đã hoàn_thành kế_hoạch tiết_kiệm trong tháng qua . Tôi đã đặt mục_tiêu tiết_kiệm 5 triệu đồng và cuối_cùng tôi cũng đạt được nó . Tôi rất hài_lòng khi nhìn lại tháng vừa_qua , mình đã cố_gắng cắt_giảm chi_tiêu không cần_thiết và chuyển_hướng một phần thu_nhập vào ngân_hàng . Sự_cố_gắng này đã mang lại cho tôi một khoản tiền lớn và tôi quyết_định sẽ đầu_tư nó vào chứng_khoán để tăng thêm giá_trị tài_sản của mình . Tôi cảm_thấy tự_tin khi biết rằng mình đã có_thể quản_lý_tài_chính của mình một_cách hiệu_quả .",0
"Hôm_nay , tôi đã nhận được tin_mừng từ bạn trai của mình . Anh ấy đã được đề_nghị công_việc mới tại một công_ty lớn và sẽ có cơ_hội phát_triển sự_nghiệp của mình . Tôi cảm_thấy tự_hào khi thấy anh ấy đạt được thành_công này , đồng_thời cũng biết_ơn vì đã có tôi bên cạnh trong suốt quá_trình theo_đuổi mục_tiêu của mình . Khi nghe tin này , tôi không_thể không mỉm cười khi nghĩ về tương_lai chúng_ta sẽ cùng nhau xây_dựng .",0
"Hôm_nay tôi nhận được tin_tức tuyệt_vời . Sau khi làm_việc chăm_chỉ suốt tháng , cuối_cùng tôi cũng có_thể thanh_toán hết nợ vay và tiền thuê nhà đến hạn . Tôi cảm_thấy nhẹ_nhõm biết_bao khi thấy số tiền dư ra sau khi chi_trả các khoản nợ đó . Tôi đã dành cả ngày để cân_nhắc cách sử_dụng số tiền này một_cách hợp_lý . Tôi quyết_định đầu_tư vào cổ_phiếu và gửi tiết_kiệm . Bây_giờ tôi có_thể yên_tâm hơn khi nhìn thấy tương_lai của mình . Tôi rất hài_lòng khi biết rằng tôi đã vượt qua khó_khăn này và sắp bước vào giai_đoạn mới . Tôi hy_vọng rằng những quyết_định này sẽ giúp tôi trở_nên độc_lập tài_chính hơn .",0
